Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00  211213/82754300     mpcd::apply_resampling_extraction_operations(mpcd::ParticleState&, mpcd::ResamplingParticlePoolWorkspace&, mpcd::WeightedRealFluidDepositWorkspace const&) [7]
                0.00    0.00 1713709/82754300     mpcd::apply_closed_capacity_virial_kick(mpcd::ParticleState&, mpcd::SimulationParams const&, mpcd::CellGrid const&, mpcd::FluidDomainBounds const&, mpcd::ClosedCapacityResponseWorkspace&) [35]
                0.00    0.00 2302642/82754300     mpcd::immersed_solid_shape(mpcd::SimulationParams const&) [10]
                0.01    0.00 3124815/82754300     std::vector<double, std::allocator<double> >::_M_fill_assign(unsigned long, double const&) [23]
                0.01    0.00 4501090/82754300     mpcd::(anonymous namespace)::measure_q6_solid_boundary_leak(mpcd::PeriodicFaceField const&, mpcd::ImmersedSolidProjectionMask const&, mpcd::SimulationParams const&) [24]
                0.01    0.00 4804221/82754300     std::vector<int, std::allocator<int> >::_M_fill_assign(unsigned long, int const&) [29]
                0.02    0.00 7882983/82754300     mpcd::apply_resampling_particle_mass_guards(mpcd::ParticleState&, mpcd::SimulationParams const&, mpcd::WeightedRealFluidDepositWorkspace const&, mpcd::WeightedResamplingDiagnostics const&, double) [11]
                0.02    0.00 7965199/82754300     mpcd::run_src_mpcd_base_step(mpcd::ParticleState&, mpcd::SimulationParams const&, mpcd::CellGrid const&, unsigned long, mpcd::SrcMpcdBaseWorkspace&, bool) [2]
                0.02    0.00 8552374/82754300     mpcd::apply_resampling_population_support_guard(mpcd::ParticleState&, mpcd::ResamplingParticlePoolWorkspace&, mpcd::WeightedRealFluidDepositWorkspace&, mpcd::WeightedResamplingDiagnostics const&, mpcd::SimulationParams const&, mpcd::CellGrid const&) [33]
                0.02    0.00 9731413/82754300     std::vector<unsigned char, std::allocator<unsigned char> >::_M_default_append(unsigned long) [9]
                0.03    0.00 15765966/82754300     mpcd::apply_resampling_local_mass_momentum_remap(mpcd::ParticleState&, mpcd::WeightedRealFluidDepositWorkspace&, mpcd::WeightedResamplingDiagnostics const&, double, double) [30]
                0.03    0.00 16189656/82754300     mpcd::deposit_weighted_real_fluid(mpcd::ParticleState const&, mpcd::SimulationParams const&, mpcd::CellGrid const&, mpcd::FluidDomainBounds const&, double, mpcd::GridShift const&, mpcd::WeightedRealFluidDepositWorkspace&, bool, bool) [16]
[22]     1.1    0.16    0.00 82754300         mpcd::is_fluid_particle(mpcd::ParticleState const&, unsigned long) [22]
-----------------------------------------------
                0.00    0.00     200/680317      mpcd::build_immersed_solid_projection_mask(mpcd::SimulationParams const&, mpcd::CellGrid const&, mpcd::FluidDomainBounds const&, double, double) [57]
                0.00    0.00     400/680317      mpcd::project_face_field(mpcd::EllipticProjectionGrid const&, mpcd::PeriodicFaceField const&, mpcd::PeriodicFaceField const&, std::vector<double, std::allocator<double> > const&, mpcd::EllipticProjectionParams const&, mpcd::EllipticProjectionBC const&, mpcd::EllipticProjectionWorkspace&, mpcd::EllipticProjectionMask const*) [17]
                0.00    0.00     400/680317      mpcd::(anonymous namespace)::add_boundary_fluxes_to_q6_bc(mpcd::EllipticProjectionBC&, mpcd::PeriodicFaceField const&, mpcd::SimulationParams const&, mpcd::FluidDomainBounds const&, double, mpcd::Q6ProjectionDiagnostics&) [55]
                0.00    0.00     400/680317      mpcd::apply_q6_periodic_projection(mpcd::ParticleState&, mpcd::SimulationParams const&, mpcd::CellGrid const&, mpcd::FluidDomainBounds const&, double, mpcd::Q6ProjectionWorkspace&) [14]
                0.07    0.08  678917/680317      mpcd::(anonymous namespace)::make_virtual_face_contribution(double, double, double, double, double, double, double, double, double, unsigned long) [13]
[23]     1.0    0.07    0.08  680317         std::vector<double, std::allocator<double> >::_M_fill_assign(unsigned long, double const&) [23]
                0.06    0.01 1575113/6394483     mpcd::cell_index_from_position(double, double, mpcd::CellGrid const&, mpcd::GridShift const&, mpcd::SimulationParams const&) [20]
                0.01    0.00 3124815/82754300     mpcd::is_fluid_particle(mpcd::ParticleState const&, unsigned long) [22]
-----------------------------------------------
                0.09    0.02     800/800         mpcd::apply_q6_periodic_projection(mpcd::ParticleState&, mpcd::SimulationParams const&, mpcd::CellGrid const&, mpcd::FluidDomainBounds const&, double, mpcd::Q6ProjectionWorkspace&) [14]
[24]     0.8    0.09    0.02     800         mpcd::(anonymous namespace)::measure_q6_solid_boundary_leak(mpcd::PeriodicFaceField const&, mpcd::ImmersedSolidProjectionMask const&, mpcd::SimulationParams const&) [24]
                0.01    0.00 1387643/1388243     mpcd::fluid_domain_width(mpcd::FluidDomainBounds const&) [50]
                0.01    0.00 4501090/82754300     mpcd::is_fluid_particle(mpcd::ParticleState const&, unsigned long) [22]
                0.00    0.00 1468350/40713471     mpcd::is_x_periodic(mpcd::SimulationParams const&) [28]
                0.00    0.00 1458202/34664590     mpcd::is_y_periodic(mpcd::SimulationParams const&) [37]
                0.00    0.00 1421842/1422442     mpcd::fluid_domain_height(mpcd::FluidDomainBounds const&) [71]
                0.00    0.00     400/1285        mpcd::resize_periodic_face_field(mpcd::PeriodicFaceField&, int) [90]
-----------------------------------------------
                0.00    0.00  294728/8332784     std::vector<unsigned char, std::allocator<unsigned char> >::_M_default_append(unsigned long) [9]
                0.09    0.00 8038056/8332784     mpcd::point_is_inside_immersed_solid(double, double, mpcd::SimulationParams const&, double) [8]
[25]     0.6    0.09    0.00 8332784         mpcd::point_is_inside_fluid_domain(double, double, mpcd::FluidDomainBounds const&) [25]
-----------------------------------------------
                0.03    0.00     400/1400        mpcd::project_face_field(mpcd::EllipticProjectionGrid const&, mpcd::PeriodicFaceField const&, mpcd::PeriodicFaceField const&, std::vector<double, std::allocator<double> > const&, mpcd::EllipticProjectionParams const&, mpcd::EllipticProjectionBC const&, mpcd::EllipticProjectionWorkspace&, mpcd::EllipticProjectionMask const*) [17]
                0.06    0.00    1000/1400        mpcd::compute_face_divergence(mpcd::EllipticProjectionGrid const&, mpcd::PeriodicFaceField const&, mpcd::EllipticProjectionBC const&, mpcd::EllipticProjectionMask const*) [31]
[26]     0.6    0.09    0.00    1400         mpcd::(anonymous namespace)::require_grid(mpcd::EllipticProjectionGrid const&) [26]
-----------------------------------------------
                0.00    0.00      27/7704602     mpcd::(anonymous namespace)::reflect_x_as_solid_face(double&, double&, double&, mpcd::SimulationParams const&, mpcd::FluidDomainBounds const&, char const*) [60]
                0.00    0.00     201/7704602     mpcd::apply_boundary_conditions(mpcd::ParticleState&, mpcd::SimulationParams const&, mpcd::FluidDomainBounds const&, unsigned long, double) [18]
                0.08    0.00 7704374/7704602     mpcd::(anonymous namespace)::apply_hard_inlet_reservoir_boundary(mpcd::ParticleState&, mpcd::SimulationParams const&, mpcd::FluidDomainBounds const&, unsigned long, double) [19]
[27]     0.6    0.08    0.00 7704602         mpcd::(anonymous namespace)::hard_inlet_reservoir_enabled(mpcd::SimulationParams const&) [27]
-----------------------------------------------
                0.00    0.00     200/40713471     mpcd::build_immersed_solid_projection_mask(mpcd::SimulationParams const&, mpcd::CellGrid const&, mpcd::FluidDomainBounds const&, double, double) [57]
                0.00    0.00     200/40713471     mpcd::(anonymous namespace)::add_boundary_fluxes_to_q6_bc(mpcd::EllipticProjectionBC&, mpcd::PeriodicFaceField const&, mpcd::SimulationParams const&, mpcd::FluidDomainBounds const&, double, mpcd::Q6ProjectionDiagnostics&) [55]
                0.00    0.00     201/40713471     mpcd::(anonymous namespace)::apply_hard_inlet_reservoir_boundary(mpcd::ParticleState&, mpcd::SimulationParams const&, mpcd::FluidDomainBounds const&, unsigned long, double) [19]
                0.00    0.00     400/40713471     mpcd::apply_q6_periodic_projection(mpcd::ParticleState&, mpcd::SimulationParams const&, mpcd::CellGrid const&, mpcd::FluidDomainBounds const&, double, mpcd::Q6ProjectionWorkspace&) [14]
                0.00    0.00  326572/40713471     mpcd::(anonymous namespace)::make_virtual_face_contribution(double, double, double, double, double, double, double, double, double, unsigned long) [13]
                0.00    0.00 1468350/40713471     mpcd::(anonymous namespace)::measure_q6_solid_boundary_leak(mpcd::PeriodicFaceField const&, mpcd::ImmersedSolidProjectionMask const&, mpcd::SimulationParams const&) [24]
                0.01    0.00 7099507/40713471     mpcd::cell_index_from_position(double, double, mpcd::CellGrid const&, mpcd::GridShift const&, mpcd::SimulationParams const&) [20]
                0.02    0.00 7662557/40713471     mpcd::point_is_inside_immersed_solid(double, double, mpcd::SimulationParams const&, double) [8]
                0.05    0.00 24155484/40713471     mpcd::deposit_weighted_real_fluid(mpcd::ParticleState const&, mpcd::SimulationParams const&, mpcd::CellGrid const&, mpcd::FluidDomainBounds const&, double, mpcd::GridShift const&, mpcd::WeightedRealFluidDepositWorkspace&, bool, bool) [16]
[28]     0.6    0.08    0.00 40713471         mpcd::is_x_periodic(mpcd::SimulationParams const&) [28]
-----------------------------------------------
                0.02    0.00      17/51          mpcd::resize_collision_workspace(mpcd::CollisionWorkspace&, unsigned long, int, int) [42]
                0.02    0.00      17/51          mpcd::apply_q6_periodic_projection(mpcd::ParticleState&, mpcd::SimulationParams const&, mpcd::CellGrid const&, mpcd::FluidDomainBounds const&, double, mpcd::Q6ProjectionWorkspace&) [14]
                0.02    0.00      17/51          mpcd::resize_weighted_real_fluid_deposit(mpcd::WeightedRealFluidDepositWorkspace&, unsigned long, int, int) [43]
[29]     0.6    0.07    0.01      51         std::vector<int, std::allocator<int> >::_M_fill_assign(unsigned long, int const&) [29]
                0.01    0.00 4804221/82754300     mpcd::is_fluid_particle(mpcd::ParticleState const&, unsigned long) [22]
-----------------------------------------------
                0.03    0.04     200/200         mpcd::run_src_mpcd_base_step(mpcd::ParticleState&, mpcd::SimulationParams const&, mpcd::CellGrid const&, unsigned long, mpcd::SrcMpcdBaseWorkspace&, bool) [2]
[30]     0.5    0.03    0.04     200         mpcd::apply_resampling_local_mass_momentum_remap(mpcd::ParticleState&, mpcd::WeightedRealFluidDepositWorkspace&, mpcd::WeightedResamplingDiagnostics const&, double, double) [30]
                0.03    0.00 15765966/82754300     mpcd::is_fluid_particle(mpcd::ParticleState const&, unsigned long) [22]
                0.00    0.00     200/423830      mpcd::ensure_particle_roles(mpcd::ParticleState&, mpcd::ParticleRole) [4]
                0.00    0.00     200/852682      mpcd::validate_particle_state(mpcd::ParticleState const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [3]
-----------------------------------------------
                0.00    0.03     400/1000        mpcd::apply_q6_periodic_projection(mpcd::ParticleState&, mpcd::SimulationParams const&, mpcd::CellGrid const&, mpcd::FluidDomainBounds const&, double, mpcd::Q6ProjectionWorkspace&) [14]
                0.00    0.04     600/1000        mpcd::project_face_field(mpcd::EllipticProjectionGrid const&, mpcd::PeriodicFaceField const&, mpcd::PeriodicFaceField const&, std::vector<double, std::allocator<double> > const&, mpcd::EllipticProjectionParams const&, mpcd::EllipticProjectionBC const&, mpcd::EllipticProjectionWorkspace&, mpcd::EllipticProjectionMask const*) [17]
[31]     0.5    0.00    0.06    1000         mpcd::compute_face_divergence(mpcd::EllipticProjectionGrid const&, mpcd::PeriodicFaceField const&, mpcd::EllipticProjectionBC const&, mpcd::EllipticProjectionMask const*) [31]
                0.06    0.00    1000/1400        mpcd::(anonymous namespace)::require_grid(mpcd::EllipticProjectionGrid const&) [26]
                0.00    0.00    1000/1600        mpcd::(anonymous namespace)::require_face_size(mpcd::PeriodicFaceField const&, int, char const*) [88]
                0.00    0.00    1000/2000        mpcd::(anonymous namespace)::require_mask(mpcd::EllipticProjectionMask const*, int, char const*) [84]
-----------------------------------------------
                0.00    0.01   80982/415652      mpcd::(anonymous namespace)::make_virtual_face_contribution(double, double, double, double, double, double, double, double, double, unsigned long) [13]
